,Id,Name,Age,Nationality,Club,Value,Wage,Overall,Potential
8258,199812,Ryan Allsop,28,England,Wycombe Wanderers,€950K,€5K,68,69
8259,199904,Jesse Joronen,27,Finland,Brescia,€2.3M,€3K,73,73
8260,199986,Anaitz Arbilla Zabala,33,Spain,SD Eibar,€2.7M,€23K,75,75
8261,200197,Nicolás Blandi,30,Argentina,Colo-Colo,€1.2M,€4K,68,68
8262,200298,Jonathan Rivierez,31,France,Stade Malherbe Caen,€700K,€3K,67,67
8263,200446,Camilo da Silva Sanvezzo,31,Brazil,Mazatlán FC,€3.6M,€14K,74,74
8264,200463,Tim Melia,34,United States,Sporting Kansas City,€525K,€6K,73,73
8265,200577,Yong Lee,33,Korea Republic,Jeonbuk Hyundai Motors,€1.6M,€9K,73,73
8266,200713,Soner Aydoğdu,29,Turkey,Göztepe SK,€1.6M,€21K,71,71
8267,200734,Tomás Mejías Osorio,31,Spain,Middlesbrough,€300K,€3K,64,64
8268,200744,Ryan Watson,26,England,Northampton Town,€550K,€3K,63,64
8269,200806,Richard Smallwood,29,England,Hull City,€875K,€3K,67,67
8270,200911,Bogdan Stancu,33,Romania,Gençlerbirliği SK,€1.2M,€13K,71,71
8271,186650,Matías Alustiza,36,Argentina,Atlético Tucumán,€1M,€10K,73,73
8272,186674,Roger Espinoza,33,Honduras,Sporting Kansas City,€975K,€5K,70,70
8273,187033,Sean Morrison,29,England,Cardiff City,€2.5M,€22K,73,73
8274,187193,Erik Pimentel,28,Mexico,Puebla FC,€450K,€3K,65,65
8275,187324,Maurício Santos Nascimento,29,Brazil,Lazio,€2.4M,€30K,72,72
8276,187491,Fedor Smolov,30,Russia,Lokomotiv Moscow,€7.5M,€47K,76,76
8277,187517,Viktor Vasin,31,Russia,PFC CSKA Moscow,€2.1M,€30K,73,73
8278,187528,Kirill Kombarov,30,Russia,Arsenal Tula,€1.3M,€20K,70,70
8279,187533,Alexey Ionov,31,Russia,,€0,€0,73,73
8280,187789,Rubenilson dos Santos da Rocha,30,Brazil,Al Raed,€1M,€10K,69,69
8281,187858,Paul-José Mpoku,27,DR Congo,Standard de Liège,€6M,€15K,74,74
8282,188005,Ignacio Camacho Barnola,30,Spain,VfL Wolfsburg,€3.5M,€32K,74,74
8283,188157,Lex Immers,34,Netherlands,ADO Den Haag,€475K,€4K,67,67
8284,188657,Declan Rudd,29,England,Preston North End,€950K,€11K,69,69
8285,188763,Delvin N'Dinga,32,Congo,Antalyaspor,€1.2M,€11K,71,71
8286,188916,Hólmar Örn Eyjólfsson,29,Iceland,Rosenborg BK,€1.2M,€4K,69,69
8287,189160,Garath McCleary,33,Jamaica,Wycombe Wanderers,€525K,€5K,66,66
8288,189172,Fidel Chaves de la Torre,30,Spain,Elche CF,€2.9M,€16K,73,73
8289,189278,Luke Murphy,30,England,Crewe Alexandra,€550K,€3K,64,64
8290,189281,Chris Clements,30,England,Cheltenham Town,€375K,€3K,62,62
8291,189430,Simone Colombi,29,Italy,Parma,€1.1M,€13K,70,70
8292,189454,Damián Díaz,34,Argentina,Barcelona Sporting Club,€1.1M,€950,72,72
8293,189472,Aridane Hernández Umpiérrez,31,Spain,CA Osasuna,€7M,€29K,77,77
8294,189595,Mehmet Ekici,29,Turkey,Fenerbahçe SK,€3M,€42K,72,72
8295,189646,Jonathan Doin,28,Brazil,FC Red Bull Salzburg,€1.6M,€20K,70,71
8296,189857,Enrique González Casín,30,Spain,SD Eibar,€3M,€23K,73,73
8297,189868,Mark Marshall,33,Jamaica,Northampton Town,€375K,€3K,64,64
8298,189899,Vito Wormgoor,31,Netherlands,Columbus Crew SC,€1.6M,€6K,72,72
8299,189922,Georg Niedermeier,32,Germany,Melbourne Victory,€600K,€5K,69,69
8300,190140,Aidy White,27,Republic of Ireland,Heart of Midlothian,€325K,€2K,63,63
8301,190150,Álvaro Domínguez Soto,27,Spain,Borussia Mönchengladbach,€6.5M,€30K,77,78
8302,190155,Gonzalo Fierro,31,Chile,Colo-Colo,€1M,€35K,70,70
8303,190247,John Brayford,32,England,Burton Albion,€600K,€3K,66,66
8304,190424,Enoch Kofi Adu,29,Ghana,Mjällby AIF,€1M,€2K,68,68
8305,190470,Nathan Craig,21,Wales,Torquay United,€80K,€0,54,65
8306,190535,Miguel Ángel Herrero Javaloyas,31,Spain,Real Valladolid CF,€2.5M,€16K,73,73
8307,190601,Haris Handžić,25,Bosnia Herzegovina,FC Ufa,€900K,€5K,67,69
8308,190665,Jonathan Obika,29,England,St. Mirren,€575K,€2K,64,64
8309,190671,Mike Frantz,33,Germany,Hannover 96,€850K,€12K,69,69
8310,190752,Jan Kirchhoff,29,Germany,KFC Uerdingen 05,€600K,€2K,65,65
8311,190821,Abdisalam Ibrahim,27,Norway,Vålerenga Fotball,€850K,€3K,67,68
8312,190826,Marc Hornschuh,28,Germany,FC St. Pauli,€475K,€5K,65,65
8313,190931,Ervin Zukanović,33,Bosnia Herzegovina,Fatih Karagümrük S.K.,€1.1M,€10K,72,72
8314,190959,Ante Kulušić,34,Croatia,MKE Ankaragücü,€400K,€10K,68,68
8315,191096,Khaleem Hyland,31,Trinidad & Tobago,Al Batin,€1.1M,€9K,70,70
8316,191487,Diego Seoane Pérez,27,Spain,SD Ponferradina,€700K,€6K,68,68
8317,191627,Mats Rits,26,Belgium,Club Brugge KV,€6M,€21K,75,77
8318,192129,Kristoffer Nordfeldt,31,Sweden,Gençlerbirliği SK,€1.2M,€10K,72,72
8319,192333,Lamine Sané,32,Senegal,FC Utrecht,€2M,€13K,72,72
8320,192373,Milton Caraglio,31,Argentina,Club Atlas,€1.6M,€10K,71,71
8321,192537,Maxime Lestienne,28,Belgium,Standard de Liège,€4.2M,€17K,74,74
8322,192611,Sambou Yatabaré,31,Mali,Amiens SC,€400K,€2K,63,63
8323,192663,Fabian Klos,32,Germany,DSC Arminia Bielefeld,€4.6M,€25K,75,75
8324,192695,Nathan Thompson,29,England,Peterborough United,€850K,€5K,67,67
8325,192725,Maxime Le Marchand,30,France,Royal Antwerp FC,€1.3M,€41K,70,70
8326,192766,Marc Muniesa Martínez,27,Spain,Girona FC,€4.3M,€8K,73,76
8327,193014,Cedric Evina,26,Cameroon,Notts County,€450K,€5K,65,65
8328,193143,Roderick J. Gonçalves Miranda,29,Portugal,Gazişehir Gaziantep F.K.,€1.2M,€7K,69,69
8329,193337,Joel Obi,29,Nigeria,Chievo Verona,€1.8M,€3K,71,71
8330,193470,Arnaud Souquet,28,France,Montpellier HSC,€3.8M,€26K,74,74
8331,177515,Valdet Rama,32,Albania,SV Meppen,€575K,€950,65,65
8332,177520,Julian Schuster,32,Germany,SC Freiburg,€1M,€15K,70,70
8333,177525,Nabil Dirar,34,Morocco,Club Brugge KV,€1.1M,€40K,72,72
8334,177666,Martin Harnik,33,Austria,SV Werder Bremen,€1.2M,€18K,71,71
8335,177935,Kévin Constant,30,Guinea,FC Sion,€2.2M,€15K,71,71
8336,177969,Ignacio González,35,Mexico,Club León,€275K,€6K,67,67
8337,178393,Alessio Cerci,31,Italy,US Salernitana 1919,€2.1M,€4K,71,71
8338,178415,Ruud Vormer,32,Netherlands,Club Brugge KV,€8.5M,€26K,77,77
8339,178566,Javier García,33,Argentina,Boca Juniors,€600K,€8K,71,71
8340,179515,Taras Mykhalyk,34,Ukraine,Lokomotiv Moscow,€1.7M,€1K,74,74
8341,179681,Miguel Samudio,32,Paraguay,Olimpia Asunción,€2.5M,€1K,73,73
8342,179746,Sam Vokes,30,Wales,Stoke City,€1.4M,€15K,69,69
8343,179789,Damien Da Silva,32,France,Stade Rennais FC,€9M,€43K,78,78
8344,179855,Jermaine Beckford,34,Jamaica,Bury,€275K,€5K,65,65
8345,179954,Thomas Kraft,30,Germany,Hertha BSC,€4.5M,€19K,75,75
8346,180359,Luis Carlos Correia Pinto,35,Portugal,SD Huesca,€725K,€11K,72,72
8347,180593,Iriome González González,33,Spain,CD Lugo,€525K,€3K,66,66
8348,180808,Ondřej Kúdela,33,Czech Republic,SK Slavia Praha,€2M,€850,74,74
8349,181483,Mile Jedinák,33,Australia,Aston Villa,€950K,€10K,71,71
8350,181971,Bowen Huang,32,China PR,Guangzhou Evergrande Taobao FC,€925K,€10K,69,69
8351,182087,Denis Cesar de Matos,33,Brazil,Gil Vicente FC,€750K,€6K,72,72
8352,182207,David Stockdale,34,England,Stevenage,€170K,€4K,67,67
8353,182440,Robbie Kruse,31,Australia,Melbourne Victory,€1M,€5K,68,68
8354,182528,Kermit Erasmus,28,South Africa,,€0,€0,69,69
8355,182617,Danny Hylton,31,England,Luton Town,€725K,€5K,66,66
8356,182763,Nikica Jelavić,32,Croatia,Guizhou Hengfeng FC,€2.5M,€15K,72,72
8357,182896,Roberto Rosales,31,Venezuela,CD Leganés,€5.5M,€13K,76,76
8358,183122,Birkir Már Sævarsson,35,Iceland,,€0,€0,62,62
8359,183254,Paulo Vinícius de Souza Nascimento,35,Brazil,CFR Cluj,€800K,€9K,73,73
8360,183287,Fabien Lemoine,33,France,FC Lorient,€1.2M,€19K,72,72
8361,183344,Timo Gebhart,30,Germany,TSV 1860 München,€425K,€650,64,64
8362,183353,Víctor David Díaz Miguel,32,Spain,Granada CF,€7.5M,€25K,77,77
8363,183395,Cheikh M'Bengue,29,Senegal,AS Saint-Étienne,€800K,€15K,69,69
8364,183449,Joe Jacobson,33,Wales,Wycombe Wanderers,€725K,€7K,69,69
8365,183518,Rui Pedro da Rocha Fonte,30,Portugal,SC Braga,€1.6M,€9K,70,70
8366,183519,Nacer Barazite,28,Netherlands,Yeni Malatyaspor,€4M,€15K,73,73
8367,183527,Jay Spearing,31,England,Tranmere Rovers,€500K,€3K,65,65
8368,183632,Robert Tesche,33,Germany,VfL Bochum 1848,€800K,€10K,70,70
8369,183766,Bakary Koné,30,Burkina Faso,MKE Ankaragücü,€4.9M,€20K,75,75
8370,183892,Gabriel Mercado,31,Argentina,Sevilla FC,€8.5M,€20K,79,79
8371,183895,Maxi Moralez,33,Argentina,New York City FC,€3.5M,€9K,75,75
8372,183966,Facundo Roncaglia,33,Argentina,CA Osasuna,€2.2M,€24K,74,74
8373,184082,Lamine Koné,31,Ivory Coast,RC Strasbourg Alsace,€2.9M,€23K,74,74
8374,184220,Mix Diskerud,29,United States,Denizlispor,€1.6M,€14K,70,70
8375,184271,Younousse Sankharé,30,Senegal,Panathinaikos FC,€2.9M,€750,73,73
8376,184472,Martin Olsson,32,Sweden,BK Häcken,€1.6M,€5K,72,72
8377,184480,Hal Robson-Kanu,31,Wales,West Bromwich Albion,€1.2M,€36K,69,69
8378,184527,Mattia Mustacchio,31,Italy,Crotone,€1.3M,€8K,70,70
8379,184643,Jorge Villafaña,30,United States,LA Galaxy,€1.6M,€5K,71,71
8380,184664,Aurélien Collin,34,France,Philadelphia Union,€275K,€2K,66,66
8381,184949,Mariano Ferreira Filho,33,Brazil,Galatasaray SK,€4M,€55K,77,77
8382,185163,Luca Rossettini,35,Italy,Lecce,€275K,€1K,67,67
8383,185165,Peter Vincenti,32,England,Macclesfield Town,€120K,€2K,59,59
8384,185394,Vegard Forren,32,Norway,SK Brann,€900K,€3K,69,69
8385,186267,Vegar Eggen Hedenstad,29,Norway,Fatih Karagümrük S.K.,€1.1M,€6K,68,68
8386,186347,Maciej Rybus,30,Poland,Lokomotiv Moscow,€3.6M,€35K,74,74
8387,186422,Sean Scannell,29,Republic of Ireland,Grimsby Town,€400K,€2K,62,62
8388,186452,Siem de Jong,31,Netherlands,SC Heerenveen,€1.2M,€5K,69,69
8389,186456,Jan-Arie van der Heijden,32,Netherlands,Willem II,€900K,€5K,69,69
8390,186556,Bruno Ferreira Bonfim,31,Brazil,Shakhtar Donetsk,€1.6M,€650,71,71
8391,158400,Robert Enke,31,Germany,,€0,€0,85,86
8392,159034,Steven Taylor,34,England,Wellington Phoenix,€525K,€3K,70,70
8393,159074,Dean Shiels,33,Northern Ireland,Derry City,€90K,€1K,59,59
8394,159171,José Manuel Jurado Marín,34,Spain,Cádiz CF,€750K,€16K,70,70
8395,159240,Michael Krohn-Dehli,35,Denmark,Deportivo de La Coruña,€1.7M,€7K,73,73
8396,159599,Scott Wiseman,33,Gibraltar,Salford City,€140K,€4K,62,62
8397,161793,Imanol Agirretxe Arruti,30,Spain,Real Sociedad,€3.6M,€20K,74,74
8398,162053,Luke Chambers,34,England,Ipswich Town,€250K,€3K,65,65
8399,162297,Daniele Padelli,34,Italy,Inter,€525K,€44K,73,73
8400,162407,Michael Jakobsen,34,Denmark,Adelaide United,€230K,€1K,65,65
8401,162893,Johan Djourou,33,Switzerland,FC Nordsjælland,€750K,€7K,70,70
8402,163092,Wesley Lopes da Silva,32,Brazil,Millonarios FC,€1.3M,€30K,72,72
8403,163187,Roland Lamah,31,Belgium,FC Cincinnati,€675K,€3K,67,67
8404,163297,Miloš Krasić,32,Serbia,Lechia Gdańsk,€1.8M,€8K,71,71
8405,163303,Glenn Whelan,36,Republic of Ireland,Fleetwood Town,€200K,€3K,67,67
8406,163342,Simon Cox,33,Republic of Ireland,Western Sydney Wanderers,€300K,€2K,63,63
8407,163419,Bacary Sagna,36,France,Montreal Impact,€425K,€4K,71,71
8408,164581,Marcel de Jong,31,Canada,,€0,€0,66,66
8409,165429,Claudiu Keșerü,33,Romania,,€0,€0,73,73
8410,165493,Nicolás Navarro,35,Argentina,Arsenal de Sarandí,€180K,€3K,70,70
8411,166706,Martin Škrtel,35,Slovakia,Medipol Başakşehir FK,€3.7M,€26K,78,78
8412,166919,Marc Wilson,30,Republic of Ireland,Bolton Wanderers,€575K,€4K,67,67
8413,167669,Federico Higuaín,35,Argentina,Inter Miami,€775K,€4K,71,71
8414,168379,Carlos Carmona Bonet,32,Spain,Real Sporting de Gijón,€950K,€5K,68,68
8415,168530,Jardel Nivaldo Vieira,34,Brazil,SL Benfica,€1.8M,€12K,75,75
8416,168565,Hugo Rodallega,34,Colombia,Denizlispor,€2.1M,€24K,74,74
8417,168580,Alberto Rodríguez,36,Peru,Alianza Lima,€250K,€500,69,69
8418,168585,Ron Vlaar,35,Netherlands,AZ Alkmaar,€625K,€6K,72,72
8419,170229,Luke Prosser,32,England,Stevenage,€250K,€2K,62,62
8420,170231,Marvin Compper,34,Germany,MSV Duisburg,€170K,€900,64,64
8421,170320,Lorenzo De Silvestri,32,Italy,Bologna,€3.9M,€27K,75,75
8422,170342,Paul Huntington,32,England,Preston North End,€650K,€9K,67,67
8423,170612,Vullnet Basha,29,Albania,Wisła Kraków,€875K,€2K,67,67
8424,170783,Cheick Tioté,30,Ivory Coast,Newcastle United,€3.8M,€50K,76,76
8425,170798,Sebastian Tyrała,25,Poland,SpVgg Greuther Fürth,€450K,€4K,64,68
8426,171019,David Forde,38,Republic of Ireland,Cambridge United,€15K,€2K,61,61
8427,171146,Raïs M'Bolhi,34,Algeria,Ettifaq FC,€325K,€14K,71,71
8428,171721,Romano Perticone,32,Italy,Cittadella,€500K,€1K,67,67
8429,171831,Michael Mancienne,32,England,Burton Albion,€650K,€4K,67,67
8430,172103,Walter Busse,29,Argentina,Club Atlético Sarmiento,€400K,€4K,64,64
8431,172124,Moussa Sow,33,Senegal,Gazişehir Gaziantep F.K.,€3.5M,€15K,74,74
8432,172672,Silvestre Gonçalves Varela,35,Portugal,Os Belenenses,€1.2M,€6K,73,73
8433,172696,Matteo Ardemagni,32,Italy,Frosinone,€1.9M,€4K,71,71
8434,172716,Alejandro López Sánchez,30,Spain,Brisbane Roar,€1.6M,€5K,70,70
8435,172850,Ramon Leeuwin,32,Netherlands,AZ Alkmaar,€775K,€4K,68,68
8436,172886,Stylianos Malezas,33,Greece,PAOK,€950K,€1K,71,71
8437,173040,Alexandre Bonnet,33,France,Le Havre AC,€750K,€4K,68,68
8438,173146,Luca Cigarini,34,Italy,Crotone,€1.1M,€10K,72,72
8439,173467,Veli Kavlak,28,Austria,Beşiktaş JK,€1.4M,€20K,71,71
8440,173734,James Wilson,31,Wales,Ipswich Town,€325K,€3K,63,63
8441,174239,Younis Mahmoud Khalaf,30,Iraq,Al Ahli,€650K,€10K,69,69
8442,175092,Maynor Figueroa,37,Honduras,Houston Dynamo,€250K,€3K,69,69
8443,176693,Jean-Sylvain Babin,33,France,Real Sporting de Gijón,€1.5M,€9K,73,73
8444,176922,Fabián Assmann,34,Argentina,Club Atlético Aldosivi,€100K,€2K,64,64
8445,176927,Welliton Soares de Morais,29,Brazil,Kayserispor,€2.8M,€20K,73,73
8446,177036,Karim Guédé,33,Slovakia,SV Sandhausen,€350K,€3K,65,65
8447,177149,Bojan Jokič,34,Slovenia,,€0,€0,73,73
8448,177151,Ismaïl Aissati,31,Morocco,Denizlispor,€1.3M,€14K,70,70
8449,177193,Bert Ronhaar,23,Netherlands,111648,€0,€0,87,90
8450,177485,Mamadou Samassa,29,Mali,Stade Brestois 29,€525K,€6K,65,65
8451,49674,Igor Alberto Rinck de Camargo,37,Belgium,KV Mechelen,€550K,€7K,70,70
8452,49966,Philippe Senderos,33,Switzerland,Houston Dynamo,€300K,€3K,67,67
8453,50588,Carlton Cole,31,England,Celtic,€1.2M,€35K,70,70
8454,51539,Edwin van der Sar,39,Netherlands,Manchester United,€0,€0,83,87
8455,53030,Alou Diarra,34,France,AS Nancy Lorraine,€650K,€15K,72,72
8456,53381,Alan Lee,34,Republic of Ireland,Ipswich Town,€90K,€2K,60,60
8457,53815,Cédric Makiadi,31,DR Congo,Çaykur Rizespor,€1.4M,€20K,72,72
8458,101378,Claudemir Jeronimo Barreto,32,Germany,VfB Stuttgart,€1.8M,€30K,75,75
8459,110026,Rubén Gracia Calmache,34,Spain,Real Zaragoza,€1.5M,€10K,73,73
8460,110082,José Manuel Pinto Colorado,37,Spain,FC Barcelona,€0,€25K,72,72
8461,110652,Albert Riera Ortega,32,Spain,RCD Mallorca,€2.4M,€35K,74,74
8462,110842,Óscar Javier González Marcos,32,Spain,Real Valladolid CF,€1.7M,€20K,72,72
8463,111125,Oguchi Onyewu,35,United States,Philadelphia Union,€250K,€4K,69,69
8464,111163,Steeve Elana,36,France,GFC Ajaccio,€325K,€4K,71,71
8465,112365,Renaud Cohade,34,France,FC Metz,€1.9M,€16K,73,73
8466,112542,Sergey Ignashevich,37,Russia,PFC CSKA Moscow,€600K,€30K,77,77
8467,121945,Piotr Trochowski,31,Germany,FC Augsburg,€3.4M,€35K,75,75
8468,124635,Mehmet Topal,34,Turkey,Medipol Başakşehir FK,€1.4M,€28K,74,74
8469,125586,Stephan Andersen,38,Denmark,FC København,€45K,€2K,62,62
8470,132740,Jesper Hansen,35,Denmark,FC Midtjylland,€825K,€13K,76,76
8471,135073,Rubens Fernando Moedim,33,Brazil,Genoa,€2.1M,€20K,73,73
8472,135190,Michael Liendl,34,Austria,Wolfsberger AC,€1.4M,€15K,73,73
8473,135708,Cuauhtémoc Blanco,42,Mexico,Club América,€0,€20K,71,71
8474,136941,Sérgio da Silva Pinto,34,Portugal,Fortuna Düsseldorf,€220K,€6K,67,67
8475,137171,Fernando Menegazzo,33,Brazil,Club Brugge KV,€975K,€25K,72,72
8476,137270,Mike Magee,31,United States,LA Galaxy,€750K,€6K,68,68
8477,137373,Massimo Gobbi,37,Italy,Parma,€110K,€15K,71,71
8478,138066,Ludovic Obraniak,32,Poland,AJ Auxerre,€700K,€6K,68,68
8479,138588,Demy de Zeeuw,31,Netherlands,NAC Breda,€750K,€10K,69,69
8480,138703,Andrés D'Alessandro,35,Argentina,River Plate,€3.8M,€20K,79,79
8481,138726,Joleon Lescott,33,England,Sunderland,€600K,€20K,70,70
8482,138949,Antolín Alcáraz,37,Paraguay,Olimpia Asunción,€325K,€600,71,71
8483,139471,Matt Harrold,34,England,Leyton Orient,€110K,€3K,60,60
8484,140620,Ragnar Klavan,34,Estonia,Cagliari,€750K,€20K,72,72
8485,141286,Krisztián Vadócz,35,Hungary,Peñarol,€525K,€550,71,71
8486,142444,Pierre Webó,34,Cameroon,Osmanlıspor,€1.8M,€30K,74,74
8487,142773,Walter Montillo,35,Argentina,Universidad de Chile,€1.4M,€7K,72,72
8488,143589,Sebastián Domínguez,36,Argentina,Newell's Old Boys,€240K,€9K,70,70
8489,145996,Fernando Seoane Antelo,37,Spain,CD Lugo,€275K,€3K,69,69
8490,146500,Jacobo Sanz Ovejero,30,Spain,PAOK,€925K,€8K,68,68
8491,146952,Iván Cuéllar Sacristán,36,Spain,CD Leganés,€1.2M,€7K,77,77
8492,147445,Diniyar Bilyaletdinov,31,Russia,Rubin Kazan,€875K,€20K,69,69
8493,147627,Dmitriy Torbinskiy,32,Russia,FC Krasnodar,€1.6M,€30K,72,72
8494,148122,Vasiliy Berezutskiy,35,Russia,PFC CSKA Moscow,€3M,€40K,79,79
8495,148635,Davy De fauw,37,Belgium,SV Zulte-Waregem,€120K,€5K,69,69
8496,148696,Espen Ruud,36,Norway,Odds BK,€275K,€2K,68,68
8497,149185,Francesco Magnanelli,35,Italy,Sassuolo,€1.6M,€19K,75,75
8498,149258,Alex Cordaz,37,Italy,Crotone,€250K,€5K,72,72
8499,149825,Daryl Murphy,37,Republic of Ireland,Waterford FC,€160K,€600,63,63
8500,151213,Ben Davies,36,England,Grimsby Town,€50K,€3K,64,64
8501,152456,Scott Brown,35,England,Port Vale,€50K,€1K,63,63
8502,152567,Alexander Tettey,34,Norway,Norwich City,€550K,€7K,70,70
8503,152912,José Sand,39,Argentina,Club Atlético Lanús,€1.9M,€15K,75,75
8504,153066,Lucas Licht,39,Argentina,Gimnasia y Esgrima La Plata,€300K,€5K,69,69
8505,154954,Alexandr Belenov,30,Russia,FC Ufa,€5.5M,€20K,77,77
8506,155871,Bartosz Białkowski,32,Poland,Millwall,€1.2M,€9K,72,72
8507,155886,Stephen Henderson,32,Republic of Ireland,Crystal Palace,€350K,€9K,65,65
8508,156535,Thomas Buffel,37,Belgium,SV Zulte-Waregem,€475K,€7K,70,70
8509,158127,Mounir Obbadi,33,Morocco,OGC Nice,€3.2M,€40K,76,76
8510,158167,Mario Sonnleitner,33,Austria,SK Rapid Wien,€400K,€8K,66,66
8511,2,Giovanni Pasquale,33,Italy,Udinese,€625K,€7K,69,69
8512,645,Daniel Andersson,43,Sweden,Helsingborgs IF,€20K,€500,57,57
8513,1419,Patrick Vieira,34,France,Manchester City,€0,€0,76,87
8514,2492,Eliseu Pereira dos Santos,33,Portugal,SL Benfica,€3M,€15K,76,76
8515,3081,Ricardo A. Martins S. Pereira,37,Portugal,SC Olhanense,€0,€3K,65,65
8516,3366,Nolberto Solano,36,Peru,Hartlepool United,€35K,€0,62,62
8517,3622,Ricardo Alberto Silveira Carvalho,38,Portugal,,€0,€0,79,79
8518,3922,Bernd Schneider,34,Germany,Bayer 04 Leverkusen,€0,€0,80,88
8519,4098,Tiago Cardoso Mendes,35,Portugal,Atlético Madrid,€5.5M,€50K,81,81
8520,5879,Alberto Gilardino,34,Italy,Spezia,€1.6M,€5K,72,72
8521,6826,Gareth Barry,38,England,West Bromwich Albion,€275K,€15K,70,70
8522,6908,Dejan Stanković,33,Serbia,Inter,€2.7M,€30K,78,78
8523,7814,Joris Mathijsen,34,Netherlands,Feyenoord,€750K,€25K,72,72
8524,10959,Pablo Aimar,34,Argentina,River Plate,€2.8M,€70K,77,77
8525,12726,Ian Bennett,41,England,Huddersfield Town,€0,€1K,62,62
8526,16619,Iván Córdoba,34,Colombia,Inter,€1.2M,€30K,78,78
8527,20176,Hélder Manuel Marques Postiga,32,Portugal,Rio Ave FC,€2.7M,€40K,74,74
8528,20209,Ricardo Miguel Moreira Costa,39,Portugal,Boavista FC,€550K,€5K,73,73
8529,28765,José Roberto da Silva Junior,40,Brazil,Palmeiras,€0,€35K,74,74
8530,29118,Shinji Ono,40,Japan,Hokkaido Consadole Sapporo,€0,€800,57,57
8531,31831,Kim Källström,34,Sweden,Djurgårdens IF,€4.3M,€10K,77,77
8532,48717,Júlio César Soares Espíndola,37,Brazil,SL Benfica,€1M,€9K,80,80
8533,258306,Jean Patric Lima dos Reis,23,Brazil,Santa Clara,€1.4M,€2K,66,72
8534,258309,Gustavo Galindo,20,Mexico,Tigres U.A.N.L.,€180K,€3K,53,63
8535,258349,Adam Oudjani,18,France,Racing Club de Lens,€625K,€2K,60,76
8536,258350,Lucas Da Silva de Jesus,22,Brazil,FC Paços de Ferreira,€2.1M,€5K,69,74
8537,258384,Nassim Hnid,23,Tunisia,AEK Athens,€1.5M,€500,67,73
8538,258393,Yanis Cimignani,18,France,AC Ajaccio,€625K,€500,59,79
8539,258493,Alberto Miguel Quintana Moreno,18,Spain,Málaga CF,€1.1M,€600,63,77
8540,258585,Ivor Pandur,20,Croatia,Hellas Verona,€2.3M,€6K,69,76
8541,258622,Marley Marshall-Miranda,17,England,Colchester United,€325K,€500,55,71
8542,258713,Zié Mohamed Ouattara,20,Ivory Coast,Vitória Guimarães,€1.8M,€2K,66,74
8543,258758,Theodor Corbeanu,18,Romania,Wolverhampton Wanderers,€425K,€5K,57,74
8544,258759,Andrés Borge Martín,18,Spain,Real Zaragoza,€600K,€500,60,78
8545,258786,José Carlos Reis Gonçalves,21,Portugal,SC Braga,€1M,€2K,63,72
